Plate,Gene_name,gene_length,aligned_length,avg_read_depth,snp_count,indel_count
scORFeome-Sup05_S176_L001_R1_001_sorted,YDL244W,1023,1026,165,262,3
scORFeome-Sup05_S176_L001_R1_001_sorted,YDL151C,582,576,17,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR316C,1093,419,9,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YBR088C,777,543,12,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR076C,423,422,10,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOL099C,492,492,49,27,1
scORFeome-Sup05_S176_L001_R1_001_sorted,YPR039W,336,43,75,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDL098C,585,583,56,29,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YKL110C,942,940,85,98,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL293W,1902,1004,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YBR226C,411,409,19,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YNR077C,255,243,38,26,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YFL019C,354,353,88,55,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOR325W,474,446,6,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YFL002WA,5313,420,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL284CB,5268,341,1,6,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YHR183W,1470,447,8,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YKR007W,555,556,52,36,2
scORFeome-Sup05_S176_L001_R1_001_sorted,YJL220W,453,449,22,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR526C,471,450,10,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YHL034WA,462,462,54,33,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPR197C,564,554,13,4,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR412W,708,539,11,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPL090C,1105,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR396W,501,492,13,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YGR114C,390,264,22,10,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR176C,2436,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YBR278W,606,324,67,30,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL187W,1074,1074,145,182,1
scORFeome-Sup05_S176_L001_R1_001_sorted,YFL062W,1140,558,13,50,1
scORFeome-Sup05_S176_L001_R1_001_sorted,YBL062W,381,380,54,37,1
scORFeome-Sup05_S176_L001_R1_001_sorted,YMR041C,1008,1001,44,17,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YIL030C,3960,259,2,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YCL051W,1752,689,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YMR173WA,1185,438,15,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR302C,363,351,18,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOL100W,3246,447,9,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPR050C,414,400,12,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YIL047CA,369,365,13,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPL230W,1176,1091,6,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YGR031W,1029,490,19,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YHR194W,1740,338,8,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YCL024W,3114,737,11,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDL138W,2292,502,1,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YAL032C,1140,1137,56,22,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPR030W,3366,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YHR137W,1542,650,80,65,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL319W,441,430,12,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR458W,381,373,18,4,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPR071W,636,637,54,35,1
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL089C,477,473,16,4,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YKR067W,2232,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YEL006W,1008,1004,30,6,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOR013W,471,454,26,5,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YMR325W,375,375,11,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YMR173W,1293,601,5,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLL066C,3618,1129,5,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR256WA,1323,124,1,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YBL113C,2379,333,3,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPR043W,682,62,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YGR294W,363,363,53,26,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLL067C,3618,1358,48,168,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YJL152W,360,353,19,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL150W,408,397,17,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPL193W,1146,251,1,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR379W,375,373,71,23,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR375W,1032,1026,29,7,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YBR133C,2484,45,4,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YIL066WA,444,442,62,30,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YGR293C,462,430,12,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YGR161WA,1317,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YHL030WA,462,440,27,5,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YJL065C,504,385,65,21,1
scORFeome-Sup05_S176_L001_R1_001_sorted,YIL100CA,339,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,smorf59350,72,59,30,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YHR182CA,474,440,13,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YEL034W,474,474,56,33,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YGL019W,837,836,282,238,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,R0040C,891,886,52,12,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL172W,5247,508,33,47,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR463C,552,552,51,23,2
scORFeome-Sup05_S176_L001_R1_001_sorted,YJL190C,393,393,60,16,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL265C,1002,387,55,35,2
scORFeome-Sup05_S176_L001_R1_001_sorted,YCL007C,393,388,9,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YKL136W,399,375,24,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YKL066W,444,443,104,66,1
scORFeome-Sup05_S176_L001_R1_001_sorted,YOL010W,1104,1096,34,15,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPL276W,438,390,13,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPL275W,711,691,51,11,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YMR295C,594,256,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR024W,486,439,8,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YHR211W,3228,405,68,58,1
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL175C,1212,530,8,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YER072W,390,388,21,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL120C,486,468,11,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR401W,564,565,54,46,1
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR416C,399,398,79,50,1
scORFeome-Sup05_S176_L001_R1_001_sorted,YHR115C,1251,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YHR193CA,375,375,72,49,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR134C,411,413,132,56,2
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL339C,5580,1058,3,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YIL068WA,384,353,4,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL113W,429,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR337C,2454,731,8,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YNR073C,1509,205,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOR290C,5112,251,1,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YHL034C,885,440,10,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YMR302C,2553,502,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YML024W,809,205,1,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR112W,420,390,17,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YBR002C,861,837,14,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YBL068W,981,969,32,11,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YML133C,4125,1619,29,139,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YGL152C,678,663,15,5,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YIL156WA,402,402,102,58,2
scORFeome-Sup05_S176_L001_R1_001_sorted,YHR214CB,5382,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR542W,363,365,174,66,2
scORFeome-Sup05_S176_L001_R1_001_sorted,YOL079W,399,367,8,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOR054C,2025,380,83,22,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YML039W,5268,753,1,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL227C,1773,750,24,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR119W,2307,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLL037W,381,304,6,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR241W,2349,251,1,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YGL116W,1833,251,1,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YGR064W,369,340,25,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YCL074W,927,927,104,135,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YCR049C,447,432,12,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YML045W,5268,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YAL044C,513,507,28,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YJL215C,360,362,69,36,2
scORFeome-Sup05_S176_L001_R1_001_sorted,YER145CA,438,431,31,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YER172CA,381,369,10,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YBR124W,360,354,6,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR338W,858,844,32,13,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YER190W,5046,764,7,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YAL004W,648,317,8,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YBL108CA,129,126,20,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR170WA,1323,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDL134C,1110,1104,66,29,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR271C,372,351,7,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YEL009CA,408,404,14,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YAL019WA,570,568,30,6,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YBL011W,2280,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOL073C,969,963,46,10,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR466W,4149,470,18,4,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YMR194W,766,248,1,6,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YKL062W,1893,662,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDL071C,375,375,58,25,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YER137C,447,441,31,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YGL189C,360,351,6,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YGL069C,465,460,25,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDL049C,807,801,55,8,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPL025C,558,335,11,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YKL053W,375,366,11,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YCR044C,1074,101,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOR140W,2301,842,3,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR235C,399,373,20,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YJL164C,1194,1174,38,11,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDL228C,642,638,24,7,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLL063C,1425,122,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YAL037CB,975,951,29,5,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YER066CA,501,501,30,13,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YGL213C,1194,442,46,34,2
scORFeome-Sup05_S176_L001_R1_001_sorted,YPL222W,2067,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YKR040C,504,405,6,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YER068CA,432,414,32,5,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLL044W,447,423,11,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDL093W,2232,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOR264W,1293,300,55,19,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDL062W,426,416,11,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR344C,444,444,75,46,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YIR043C,693,671,19,7,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YIR041W,375,346,2,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YGL166W,678,391,12,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YJR037W,384,366,15,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR157W,402,315,7,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR417C,372,362,13,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YGR031CA,492,474,19,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR444W,2064,160,11,9,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YER087W,1731,471,14,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDL140C,5202,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR359C,2949,280,7,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLL045C,771,420,59,33,2
scORFeome-Sup05_S176_L001_R1_001_sorted,YDL204W,1182,1178,46,16,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDL205C,984,967,25,7,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPR136C,513,494,10,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR427W,1182,1160,14,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YHL037C,402,398,12,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR210W,228,228,56,14,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR389W,1965,216,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YIL167W,633,625,43,8,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YGR115C,780,765,9,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YML057CA,390,390,70,32,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YAL064WB,381,369,24,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YCR021C,999,999,5,8,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOR169C,465,463,25,16,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPR079W,1146,1142,74,23,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPL137C,3831,353,7,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YBL061C,2091,366,5,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOR191W,4860,502,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YIL068C,2418,337,38,29,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR459W,1185,1184,68,84,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOL085C,342,217,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR098CB,5268,461,1,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YEL075WA,612,490,9,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YBL113WA,483,456,19,16,1
scORFeome-Sup05_S176_L001_R1_001_sorted,YER109C,2400,40,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL318C,1623,376,38,30,1
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR190C,1392,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YCR087W,516,509,11,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPR204W,3099,1113,68,171,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR340W,939,933,41,8,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPR059C,387,373,10,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPR064W,420,421,70,48,1
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR199W,366,355,8,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YGL261C,363,349,8,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YHL002CA,489,489,58,38,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YBR006W,1494,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YAL042CA,378,354,19,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YER025W,1584,502,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL096C,918,177,0,13,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YIL100W,354,347,1,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YER165CA,357,349,10,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YHR095W,495,294,3,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YFR036WA,651,582,15,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR198C,360,296,3,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR439W,1044,1022,33,11,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPR037C,591,568,25,5,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YJL211C,444,437,46,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR401C,2007,250,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YER171W,2337,362,1,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPL282C,495,380,78,47,1
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR353W,1812,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YIL047C,2709,331,12,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YJL054W,1437,502,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOR233W,2403,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR170C,471,279,2,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YMR276W,1122,1124,140,204,3
scORFeome-Sup05_S176_L001_R1_001_sorted,YPL235W,1416,250,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR312WA,859,743,27,6,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR122C,378,376,85,47,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL102W,4407,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR418W,498,282,4,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YBR301W,363,263,1,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YJR038C,363,355,15,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YAL059CA,423,416,13,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPL068C,882,876,31,8,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YGL079W,657,250,1,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YJL137C,1143,1139,70,23,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YJL034W,2049,487,28,108,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YEL033W,420,251,1,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YJL064W,396,390,14,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YJR041C,3525,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YJL128C,2007,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL081C,432,420,28,6,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YKL037W,357,336,14,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR422C,2448,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL034W,1839,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR215C,414,390,25,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR386W,2013,423,1,7,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YCR087CA,462,454,6,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YNL174W,573,520,6,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YIL085C,1554,502,1,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YEL049W,363,332,14,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YJR009C,999,804,23,11,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLL024C,1920,413,17,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YHL007C,2820,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YJL194W,1542,607,55,45,1
scORFeome-Sup05_S176_L001_R1_001_sorted,YPR135W,2784,502,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YCR013C,648,636,22,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR332W,1131,364,12,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOL145C,3234,368,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOR324C,1809,408,8,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOR099W,1182,1181,75,127,1
scORFeome-Sup05_S176_L001_R1_001_sorted,YFL068W,483,461,12,7,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YML100W,3297,502,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YER190CB,483,455,8,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YJR070C,978,194,47,11,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YIR036C,792,231,23,18,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YKL129C,3819,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR413C,576,572,12,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDL105W,1209,1204,29,7,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YIR024C,651,640,24,5,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOL155C,2904,251,1,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPL007C,1767,107,1,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR187C,519,487,25,5,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,smorf1076,42,40,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YKR036C,1932,753,1,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPL113C,1191,1185,44,14,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YGL064C,1686,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YMR274C,948,943,41,11,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YKR012C,378,372,24,4,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDL172C,480,460,12,4,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPR051W,531,386,12,4,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YCR025C,411,404,16,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPL279C,1128,1110,15,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOR015W,360,334,9,2,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YMR050C,5268,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YOR298W,1440,297,1,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YEL066W,540,110,64,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPL073C,486,433,12,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDL133W,1314,203,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR410WA,1317,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPL240C,2130,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YDR477W,1902,251,1,N/A,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPR177C,372,355,14,1,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YAL005C,1929,615,33,7,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YPL238C,390,372,5,3,N/A
scORFeome-Sup05_S176_L001_R1_001_sorted,YLR239C,987,958,35,7,N/A
