plate_name,gene_name,gene_length,aligned_length,alignment_rate,average_read_depth,number_of_SNP,number_of_INDEL
scORFeome-Sup04_S175_L001_sorted.raw.vcf,YER067CA,324,320,0.987654321,13,1,0
scORFeome-Sup04_S175_L001_sorted.raw.vcf,YGR219W,342,324,0.947368421,27,0,0
plate_name,gene_name,gene_length,aligned_length,alignment_rate,average_read_depth,number_of_SNP,number_of_INDEL
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBR177C,1356,502,0.37020649,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJR023C,402,310,0.771144279,12,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YHR163W,750,745,0.993333333,62,13,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YLR197W,1515,329,0.217161716,72,76,3
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YIL176C,363,337,0.928374656,13,4,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YER033C,3231,502,0.155369855,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YMR171C,1653,251,0.15184513,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR006C,2706,502,0.185513673,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGR296W,5728,1896,0.331005587,43,356,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBR012WB,5271,251,0.047619048,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNL103W,2019,502,0.24863794,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YLR032W,3510,502,0.143019943,1,3,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YFR037C,1674,569,0.339904421,20,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YLR162W,357,356,0.99719888,17,3,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YLR233C,2100,251,0.11952381,1,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YMR245W,621,616,0.99194847,47,19,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNR007C,933,920,0.986066452,60,15,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YLR024C,5619,750,0.133475707,1,3,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YHR092C,1731,686,0.396302715,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJL142C,393,397,1.010178117,158,72,4
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGL084C,1683,251,0.149138443,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YFL013C,2079,471,0.226551227,29,9,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YHR070CA,411,411,1,97,101,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YCL019W,5313,251,0.047242612,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNL228W,777,759,0.976833977,39,10,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJR028W,1323,515,0.389266818,1,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNL064C,1230,401,0.32601626,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJL125C,1152,1145,0.993923611,61,31,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR120C,1713,249,0.145359019,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNL170W,396,396,1,152,84,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNL054WA,1323,746,0.563869992,1,12,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YFL021CA,855,829,0.969590643,11,3,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YKL068W,2880,251,0.087152778,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YFL021W,1533,615,0.401174168,10,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YPL114W,420,371,0.883333333,16,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YKL083W,615,613,0.996747967,38,70,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YEL010W,351,258,0.735042735,111,62,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGR107W,450,377,0.837777778,11,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YCR051W,669,251,0.375186846,1,6,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNL114C,372,372,1,137,87,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YKL029C,2010,387,0.192537313,88,98,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YPL166W,642,415,0.646417445,0,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YKL052C,879,293,0.333333333,114,91,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOR023C,1701,251,0.147560259,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YMR172CA,384,380,0.989583333,15,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YPR202W,717,249,0.347280335,61,27,2
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YCR064C,411,407,0.99026764,33,5,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJL225C,5277,268,0.050786432,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGL198W,708,454,0.641242938,101,111,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOR388C,1131,1128,0.99734748,77,35,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDL086W,822,439,0.53406326,91,91,2
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YLR331C,378,374,0.989417989,19,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOL058W,1263,502,0.39746635,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YCL023C,348,135,0.387931034,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YIR031C,1665,255,0.153153153,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YCR012W,1251,827,0.661071143,20,4,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YLR457C,960,958,0.997916667,49,16,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDL086CA,435,428,0.983908046,11,4,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBR202W,2538,936,0.368794326,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBL012C,402,374,0.930348259,30,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJR071W,369,284,0.769647696,4,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YHR069CA,363,353,0.972451791,14,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNL332W,1023,1022,0.999022483,111,39,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YIL028W,399,384,0.962406015,24,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YCR063W,474,189,0.398734177,190,35,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOR168W,2430,342,0.140740741,8,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNL003C,855,859,1.004678363,129,230,4
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YPL136W,369,363,0.983739837,12,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YFR047C,888,251,0.282657658,1,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNL284CA,1323,231,0.174603175,1,5,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGL118C,438,407,0.929223744,17,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGR116W,4356,741,0.170110193,58,117,2
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YER119CA,372,373,1.002688172,114,155,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOR142WB,5268,502,0.095292331,1,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YPR180W,1044,1028,0.98467433,47,14,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBR005W,642,78,0.121495327,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDL018C,678,679,1.001474926,121,149,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,R0030W,546,545,0.998168498,53,12,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGR231C,933,927,0.993569132,63,13,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBL076C,3219,255,0.079217148,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBL060W,2064,502,0.243217054,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YER188W,720,715,0.993055556,42,11,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YIR020CB,735,737,1.002721088,121,194,2
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJR140C,4947,751,0.151809177,1,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGR150C,2595,502,0.19344894,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YCL022C,516,486,0.941860465,22,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBR232C,360,352,0.977777778,29,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YHL031C,672,407,0.605654762,25,5,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDL173W,888,473,0.532657658,132,162,3
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNL171C,369,358,0.970189702,23,3,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJR027W,5268,251,0.047646166,1,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJR047C,474,246,0.518987342,1,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGL129C,1353,251,0.185513673,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YHL019WA,594,578,0.973063973,19,4,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YMR161W,675,675,1,143,164,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR527W,1320,444,0.336363636,10,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,R0010W,1272,466,0.366352201,1,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YIL172C,1770,288,0.162711864,6,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJL195C,702,696,0.991452991,32,8,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJR022W,330,280,0.848484848,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YER190CA,576,335,0.581597222,2,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJL159W,1242,502,0.404186795,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YCR054C,1692,728,0.430260047,1,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YPL044C,549,529,0.963570128,14,4,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGL211W,1080,1076,0.996296296,91,34,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBR089W,600,599,0.998333333,97,96,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YLR075W,666,408,0.612612613,102,113,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YLR317W,435,406,0.933333333,17,5,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YPL224C,1455,251,0.172508591,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNR003C,954,938,0.983228512,61,13,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YLR020C,1617,501,0.309833024,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YHR137CA,651,639,0.98156682,29,7,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YAL059W,639,410,0.641627543,170,104,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGR074W,441,272,0.616780045,6,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YER067W,486,384,0.790123457,4,4,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDL042C,1689,493,0.291888692,1,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR360W,435,426,0.979310345,38,10,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YLR061W,366,251,0.68579235,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YKR035C,642,610,0.950155763,24,6,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOR221C,1083,1083,1,185,322,2
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBR113W,483,412,0.85300207,12,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YKR029C,2256,502,0.22251773,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDL050C,372,357,0.959677419,7,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGL165C,579,579,1,130,120,2
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOR173W,1062,1033,0.972693032,66,18,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJR039W,3366,393,0.116755793,31,12,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YHR032W,1746,233,0.133447881,1,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDL142C,852,846,0.992957746,38,10,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR136C,573,574,1.001745201,113,93,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YHR123W,1267,251,0.198105762,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBR203W,2775,251,0.09045045,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOR376W,369,344,0.932249322,25,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOR308C,1764,251,0.142290249,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR264C,2295,502,0.218736383,1,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YKL039W,1572,972,0.618320611,1,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YLR279W,390,390,1,115,152,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YKL064W,2910,251,0.086254296,1,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNL267W,3201,1003,0.313339581,1,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YCL001W,567,562,0.991181658,17,4,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YLR461W,363,214,0.58953168,31,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNL321W,2727,251,0.092042538,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNL277W,1461,379,0.259411362,147,138,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNL109W,546,528,0.967032967,19,4,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YFL063W,456,453,0.993421053,49,11,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR077W,1017,251,0.246804326,1,3,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YIL115C,4383,280,0.063883185,5,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGR161CD,5268,502,0.095292331,1,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGR161CC,1323,411,0.310657596,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOR296W,3870,87,0.02248062,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBR189W,588,87,0.147959184,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YIL009W,2085,251,0.120383693,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGL186C,1740,251,0.144252874,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YLR227WA,1323,250,0.188964475,1,3,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YER039C,750,346,0.461333333,6,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNL285W,372,346,0.930107527,18,3,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YHR056WA,435,435,1,115,112,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR274C,372,364,0.978494624,17,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR192C,1293,308,0.238205723,185,100,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOR288C,957,958,1.001044932,122,244,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJR102C,609,251,0.412151067,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBR266C,453,453,1,65,80,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGL014W,2667,547,0.205099363,1,3,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YPL043W,2058,539,0.261904762,83,86,2
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDL221W,552,516,0.934782609,23,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR031W,366,361,0.986338798,18,3,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YML045WA,1323,178,0.134542706,1,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGL218W,651,644,0.989247312,18,4,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGR073C,372,372,1,129,76,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YLR277C,2340,502,0.214529915,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDL195W,3822,251,0.065672423,1,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOR038C,2628,1015,0.386225266,1,2,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGR282C,942,251,0.266454352,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBL052C,2496,575,0.23036859,7,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBR064W,429,399,0.93006993,9,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YMR306W,5358,309,0.057670773,8,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBR076W,1065,1064,0.999061033,102,239,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YEL067C,588,571,0.971088435,49,4,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YKL221W,1422,251,0.176511955,1,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YIL115WA,372,370,0.994623656,20,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDL055C,1086,1085,0.99907919,148,337,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,smorf113148,114,114,1,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJR128W,360,353,0.980555556,31,6,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YLR101C,396,358,0.904040404,21,6,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJR053W,1725,855,0.495652174,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YEL018W,840,498,0.592857143,18,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YFL012WA,375,376,1.002666667,101,92,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOR214C,711,707,0.994374121,53,14,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNL029C,1569,251,0.159974506,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJL171C,1191,1192,1.000839631,269,525,3
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOR263C,408,405,0.992647059,22,3,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGR200C,2367,251,0.106041403,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBR116C,528,35,0.066287879,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YEL021W,804,801,0.996268657,84,21,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YER152C,1332,508,0.381381381,117,118,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YER148W,723,300,0.414937759,44,38,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGR094W,3315,251,0.07571644,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBL109W,336,336,1,281,126,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR372C,1038,1032,0.994219653,52,17,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR445C,408,409,1.00245098,114,85,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YKL051W,1062,1052,0.990583804,59,14,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR402C,1470,514,0.349659864,20,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YKL092C,3315,251,0.07571644,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YKL135C,2181,353,0.161852361,159,127,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YKL198C,1989,251,0.126194067,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNL041C,2520,251,0.099603175,1,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR545W,5391,1344,0.249304396,23,7,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOL153C,1746,251,0.143757159,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YKL164C,1026,110,0.107212476,1,15,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YIL067C,2037,364,0.178694158,10,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBL082C,1377,366,0.265795207,19,4,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJL176C,2478,477,0.192493947,26,5,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YIL009CA,547,549,1.003656307,124,121,2
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR149C,708,703,0.992937853,23,6,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNR003WA,99,100,1.01010101,133,9,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR132C,1488,314,0.211021505,11,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YPL009C,3117,502,0.161052294,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBL005WA,1323,251,0.189720333,1,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YHL043W,513,511,0.996101365,74,68,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOL133W,366,227,0.620218579,109,29,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YPL187W,498,363,0.728915663,88,70,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR442W,393,391,0.994910941,114,101,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR397C,533,428,0.803001876,85,95,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YHL002W,1359,427,0.314201619,18,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJL221C,1770,136,0.076836158,10,4,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YPR198W,1632,429,0.262867647,65,73,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YKL082C,1305,251,0.192337165,1,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOR394CA,168,118,0.702380952,51,13,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGR027WB,5268,659,0.125094913,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YHR217C,462,308,0.666666667,20,25,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR425W,1878,314,0.167199148,80,64,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGR027WA,1323,251,0.189720333,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YFR034WA,288,137,0.475694444,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YER089C,1395,491,0.351971326,1,6,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJL214W,1710,251,0.146783626,1,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YAL038W,1503,939,0.624750499,39,6,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YML076C,2835,1327,0.468077601,1,4,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOR144C,2376,251,0.105639731,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YNL119W,1482,329,0.221997301,5,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YML126C,1476,557,0.377371274,1,4,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBL105C,3456,322,0.093171296,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YIL150C,1716,250,0.145687646,1,3,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YEL034CA,603,604,1.001658375,183,180,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGL219C,1380,601,0.435507246,18,4,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YGL031C,468,465,0.993589744,33,6,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YCR048W,1833,381,0.207855974,15,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR150W,8247,638,0.077361465,143,185,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YER069W,2592,326,0.125771605,182,101,2
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YKR076W,1113,1115,1.001796945,173,316,2
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YIL169C,2988,376,0.12583668,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBR224W,516,493,0.955426357,40,5,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YER147CA,411,411,1,54,56,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBL067C,2244,502,0.223707665,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,smorf59810,75,77,1.026666667,98,21,2
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YML034W,2631,269,0.102242493,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR270W,3015,796,0.264013267,26,65,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YKL030W,606,431,0.711221122,15,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YPR058W,924,317,0.343073593,5,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YOR041C,432,414,0.958333333,15,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR545CA,480,456,0.95,24,6,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YBL077W,432,408,0.944444444,30,3,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YHR219W,1875,448,0.238933333,7,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YER173W,1980,1421,0.717676768,42,131,1
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YIL071WA,477,464,0.972746331,35,4,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,R0020C,1122,1113,0.99197861,64,21,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YPL268W,2610,753,0.288505747,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YMR172W,2160,308,0.142592593,6,2,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YJL203W,843,251,0.297746145,1,0,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YAL015C,1200,1198,0.998333333,73,29,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YMR244CA,315,260,0.825396825,5,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YPR040W,1071,1061,0.990662932,60,23,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YCR104W,375,375,1,5,1,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YKR084C,1836,775,0.42211329,1,4,0
scORFeome-Sup05_S176_L001_sorted.raw.vcf,YDR480W,972,971,0.998971193,290,444,1
